Data;Produto;UnidadesProduzidas
2024-03-19 12:00:00;Produto C;81
2024-03-16 09:00:00;Produto A;37
2024-05-11 23:00:00;Produto A;44
2024-09-21 16:00:00;Produto A;9
2024-09-09 08:00:00;Produto A;58
2024-04-11 13:00:00;Produto C;20
2024-09-26 12:00:00;Produto C;92
2024-09-04 23:00:00;Produto B;50
2024-08-07 20:00:00;Produto A;20
2024-11-21 18:00:00;Produto A;36
2024-07-16 00:00:00;Produto B;27
2024-04-19 08:00:00;Produto A;72
2024-08-27 02:00:00;Produto B;32
2024-06-25 08:00:00;Produto C;1
2024-08-29 09:00:00;Produto B;17
2024-07-07 11:00:00;Produto A;9
2024-08-20 03:00:00;Produto B;84
2024-04-02 16:00:00;Produto C;45
2024-12-15 13:00:00;Produto A;96
2024-09-10 19:00:00;Produto C;66
2024-12-26 22:00:00;Produto C;32
2024-09-22 01:00:00;Produto B;45
2024-03-22 04:00:00;Produto C;9
2024-10-22 14:00:00;Produto A;30
2024-09-20 06:00:00;Produto C;84
2024-06-07 04:00:00;Produto C;38
2024-01-10 18:00:00;Produto B;60
2024-05-30 07:00:00;Produto C;1
2024-12-01 03:00:00;Produto B;5
2024-01-22 18:00:00;Produto B;63
2024-09-03 00:00:00;Produto A;99
2024-07-22 16:00:00;Produto A;36
2024-08-31 00:00:00;Produto A;65
2024-10-23 18:00:00;Produto A;78
2024-08-31 10:00:00;Produto B;73
2024-02-24 20:00:00;Produto C;94
2024-02-16 20:00:00;Produto A;24
2024-08-22 05:00:00;Produto A;4
2024-08-13 23:00:00;Produto A;78
2024-04-17 19:00:00;Produto C;89
2024-08-24 08:00:00;Produto A;68
2024-02-27 10:00:00;Produto C;25
2024-05-20 14:00:00;Produto B;74
2024-03-04 07:00:00;Produto B;99
2024-08-28 17:00:00;Produto B;7
2024-11-26 15:00:00;Produto C;13
2024-09-10 21:00:00;Produto A;68
2024-12-16 18:00:00;Produto A;43
2024-08-11 03:00:00;Produto A;57
2024-07-26 00:00:00;Produto A;36
2024-08-20 06:00:00;Produto A;14
2024-06-18 16:00:00;Produto C;82
2024-04-04 01:00:00;Produto B;72
2024-12-23 20:00:00;Produto A;96
2024-07-03 08:00:00;Produto B;27
2024-05-14 21:00:00;Produto C;37
2024-06-11 05:00:00;Produto C;87
2024-03-24 13:00:00;Produto A;71
2024-03-25 00:00:00;Produto C;76
2024-03-14 20:00:00;Produto B;25
2024-12-14 01:00:00;Produto A;67
2024-06-14 16:00:00;Produto A;90
2024-03-13 23:00:00;Produto B;4
2024-11-05 14:00:00;Produto A;79
2024-10-25 18:00:00;Produto A;96
2024-09-26 13:00:00;Produto B;93
2024-05-14 04:00:00;Produto A;74
2024-01-23 11:00:00;Produto A;85
2024-03-01 21:00:00;Produto B;16
2024-08-04 00:00:00;Produto C;19
2024-12-22 03:00:00;Produto B;29
2024-01-10 18:00:00;Produto A;51
2024-03-05 12:00:00;Produto B;18
2024-11-07 16:00:00;Produto A;58
2024-06-24 13:00:00;Produto A;44
2024-03-10 17:00:00;Produto B;16
2024-10-06 12:00:00;Produto A;65
2024-11-28 14:00:00;Produto C;2
2024-03-28 12:00:00;Produto A;56
2024-06-05 04:00:00;Produto B;79
2024-05-12 05:00:00;Produto C;28
2024-03-16 15:00:00;Produto C;65
2024-06-09 01:00:00;Produto A;5
2024-11-30 00:00:00;Produto B;22
2024-10-19 03:00:00;Produto A;13
2024-07-06 05:00:00;Produto A;65
2024-01-29 02:00:00;Produto B;16
2024-12-03 00:00:00;Produto B;86
2024-12-23 10:00:00;Produto A;64
2024-03-30 22:00:00;Produto C;32
2024-04-20 21:00:00;Produto A;80
2024-03-27 00:00:00;Produto C;51
2024-05-15 13:00:00;Produto A;79
2024-07-26 11:00:00;Produto B;58
2024-11-16 23:00:00;Produto C;46
2024-02-28 09:00:00;Produto B;52
2024-05-15 19:00:00;Produto B;63
2024-06-12 11:00:00;Produto B;76
2024-06-24 14:00:00;Produto B;60
2024-05-14 11:00:00;Produto B;65
2024-04-24 09:00:00;Produto A;81
2024-09-10 19:00:00;Produto C;55
2024-06-10 02:00:00;Produto A;57
2024-08-30 10:00:00;Produto A;92
2024-04-02 14:00:00;Produto A;71
2024-04-26 08:00:00;Produto B;73
2024-06-18 07:00:00;Produto A;86
2024-03-04 12:00:00;Produto C;26
2024-12-08 16:00:00;Produto A;12
2024-09-15 06:00:00;Produto B;71
2024-06-16 17:00:00;Produto C;46
2024-04-16 22:00:00;Produto C;47
2024-04-26 19:00:00;Produto C;79
2024-06-03 13:00:00;Produto C;38
2024-09-13 11:00:00;Produto A;21
2024-01-30 23:00:00;Produto B;14
2024-09-28 12:00:00;Produto C;2
2024-07-09 19:00:00;Produto C;72
2024-02-10 12:00:00;Produto B;70
2024-06-03 22:00:00;Produto A;33
2024-11-04 03:00:00;Produto C;6
2024-07-02 10:00:00;Produto A;90
2024-07-08 16:00:00;Produto A;37
2024-04-01 23:00:00;Produto A;14
2024-07-03 10:00:00;Produto A;37
2024-10-15 07:00:00;Produto C;8
2024-12-15 10:00:00;Produto C;77
2024-12-27 16:00:00;Produto A;13
2024-04-01 20:00:00;Produto A;40
2024-08-10 17:00:00;Produto B;92
2024-05-16 12:00:00;Produto B;58
2024-02-15 22:00:00;Produto B;18
2024-08-06 11:00:00;Produto C;57
2024-10-02 14:00:00;Produto B;83
2024-12-28 19:00:00;Produto C;38
2024-08-05 15:00:00;Produto C;32
2024-12-23 16:00:00;Produto C;86
2024-01-27 06:00:00;Produto C;66
2024-10-05 11:00:00;Produto B;77
2024-01-12 13:00:00;Produto A;87
2024-01-10 16:00:00;Produto A;25
2024-08-25 02:00:00;Produto A;92
2024-11-15 03:00:00;Produto B;58
2024-01-02 01:00:00;Produto A;75
2024-11-07 04:00:00;Produto B;33
2024-09-24 02:00:00;Produto B;88
2024-12-26 12:00:00;Produto B;66
2024-06-05 20:00:00;Produto A;30
2024-10-01 23:00:00;Produto A;81
2024-07-31 14:00:00;Produto A;34
2024-10-18 22:00:00;Produto C;86
2024-05-25 03:00:00;Produto B;69
2024-03-24 02:00:00;Produto C;48
2024-12-27 18:00:00;Produto B;40
2024-02-14 16:00:00;Produto A;51
2024-10-06 11:00:00;Produto B;80
2024-01-09 23:00:00;Produto B;13
2024-11-12 21:00:00;Produto C;90
2024-04-18 14:00:00;Produto B;31
2024-12-13 22:00:00;Produto A;39
2024-07-18 05:00:00;Produto B;63
2024-05-18 01:00:00;Produto B;48
2024-11-19 11:00:00;Produto B;87
2024-09-04 11:00:00;Produto C;48
2024-04-05 15:00:00;Produto B;61
2024-08-24 21:00:00;Produto B;12
2024-03-11 16:00:00;Produto C;78
2024-03-22 02:00:00;Produto C;56
2024-04-25 23:00:00;Produto C;18
2024-05-31 20:00:00;Produto C;27
2024-08-06 09:00:00;Produto A;28
2024-09-24 12:00:00;Produto A;82
2024-11-10 21:00:00;Produto B;80
2024-04-20 05:00:00;Produto A;52
2024-10-01 13:00:00;Produto B;16
2024-09-21 17:00:00;Produto A;77
2024-03-21 12:00:00;Produto C;58
2024-03-14 05:00:00;Produto C;93
2024-07-30 21:00:00;Produto A;9
2024-08-22 21:00:00;Produto A;26
2024-02-16 12:00:00;Produto B;28
2024-01-21 12:00:00;Produto B;77
2024-11-24 16:00:00;Produto B;36
2024-09-26 18:00:00;Produto C;9
2024-07-25 14:00:00;Produto C;47
2024-04-24 07:00:00;Produto C;78
2024-11-23 18:00:00;Produto C;51
2024-10-25 08:00:00;Produto B;76
2024-08-15 03:00:00;Produto C;57
2024-08-07 02:00:00;Produto C;32
2024-12-22 04:00:00;Produto C;67
2024-10-26 10:00:00;Produto C;57
2024-09-11 06:00:00;Produto A;54
2024-01-26 19:00:00;Produto B;16
2024-02-06 18:00:00;Produto B;62
2024-05-31 18:00:00;Produto C;84
2024-02-24 00:00:00;Produto A;96
2024-12-17 12:00:00;Produto B;56
2024-04-30 15:00:00;Produto B;23
2024-10-01 17:00:00;Produto C;17
2024-02-08 17:00:00;Produto C;80
2024-08-11 14:00:00;Produto B;38
2024-12-28 23:00:00;Produto B;72
2024-05-13 20:00:00;Produto A;83
2024-04-10 09:00:00;Produto B;30
2024-12-07 15:00:00;Produto B;58
2024-05-22 15:00:00;Produto C;98
2024-10-17 16:00:00;Produto B;78
2024-11-12 10:00:00;Produto C;22
2024-08-02 22:00:00;Produto B;17
2024-06-01 19:00:00;Produto B;15
2024-09-05 21:00:00;Produto B;48
2024-09-16 20:00:00;Produto A;32
2024-12-10 21:00:00;Produto C;77
2024-04-12 20:00:00;Produto A;85
2024-09-16 01:00:00;Produto B;40
2024-05-30 19:00:00;Produto A;97
2024-03-09 04:00:00;Produto C;57
2024-12-05 19:00:00;Produto B;58
2024-05-29 07:00:00;Produto A;91
2024-06-16 01:00:00;Produto A;99
2024-05-18 14:00:00;Produto C;16
2024-12-05 12:00:00;Produto A;28
2024-04-02 09:00:00;Produto C;98
2024-07-25 23:00:00;Produto B;1
2024-04-08 17:00:00;Produto B;41
2024-05-31 14:00:00;Produto A;48
2024-08-26 10:00:00;Produto B;31
2024-07-04 04:00:00;Produto B;36
2024-11-13 10:00:00;Produto A;33
2024-06-13 11:00:00;Produto B;33
2024-03-10 20:00:00;Produto A;82
2024-02-19 20:00:00;Produto C;23
2024-04-26 03:00:00;Produto C;60
2024-11-05 16:00:00;Produto C;87
2024-11-26 07:00:00;Produto A;79
2024-05-18 06:00:00;Produto A;90
2024-10-05 17:00:00;Produto B;30
2024-03-31 16:00:00;Produto B;89
2024-06-04 23:00:00;Produto B;45
2024-07-03 06:00:00;Produto B;80
2024-06-08 08:00:00;Produto B;39
2024-04-12 03:00:00;Produto A;45
2024-01-27 04:00:00;Produto A;78
2024-11-20 02:00:00;Produto C;81
2024-06-03 00:00:00;Produto C;12
2024-06-02 02:00:00;Produto C;93
2024-06-12 17:00:00;Produto C;32
2024-04-25 05:00:00;Produto A;56
2024-07-01 01:00:00;Produto A;24
2024-12-12 03:00:00;Produto A;13
2024-07-25 12:00:00;Produto B;20
2024-01-29 20:00:00;Produto B;79
2024-05-11 18:00:00;Produto C;56
2024-02-16 01:00:00;Produto B;53
2024-05-05 08:00:00;Produto A;68
2024-03-31 01:00:00;Produto C;54
2024-12-13 17:00:00;Produto C;34
2024-06-03 03:00:00;Produto B;28
2024-06-06 18:00:00;Produto C;50
2024-06-24 00:00:00;Produto B;2
2024-03-20 17:00:00;Produto B;94
2024-08-18 00:00:00;Produto C;26
2024-03-14 20:00:00;Produto B;51
2024-04-25 20:00:00;Produto B;47
2024-11-05 07:00:00;Produto B;26
2024-04-29 15:00:00;Produto B;84
2024-01-28 12:00:00;Produto C;92
2024-09-17 02:00:00;Produto A;84
2024-02-17 04:00:00;Produto A;75
2024-01-30 03:00:00;Produto B;74
2024-11-07 06:00:00;Produto B;61
2024-09-19 09:00:00;Produto B;23
2024-11-21 12:00:00;Produto A;37
2024-07-08 21:00:00;Produto B;41
2024-03-31 19:00:00;Produto C;52
2024-12-10 19:00:00;Produto C;83
2024-02-29 06:00:00;Produto C;82
2024-05-12 12:00:00;Produto A;49
2024-06-28 20:00:00;Produto B;27
2024-10-06 00:00:00;Produto B;6
2024-01-26 14:00:00;Produto B;74
2024-07-09 10:00:00;Produto A;66
2024-01-12 06:00:00;Produto A;24
2024-04-12 20:00:00;Produto A;38
2024-05-30 07:00:00;Produto A;28
2024-05-08 03:00:00;Produto C;28
2024-01-13 01:00:00;Produto A;66
2024-12-04 08:00:00;Produto A;61
2024-10-02 14:00:00;Produto A;46
2024-05-15 12:00:00;Produto B;69
2024-11-04 23:00:00;Produto B;75
2024-10-09 03:00:00;Produto B;74
2024-01-12 14:00:00;Produto C;43
2024-01-25 04:00:00;Produto C;59
2024-07-25 14:00:00;Produto A;2
2024-12-17 21:00:00;Produto B;15
2024-06-27 04:00:00;Produto C;37
2024-11-29 05:00:00;Produto B;71
2024-07-18 00:00:00;Produto C;20
2024-02-04 08:00:00;Produto C;98
2024-06-08 16:00:00;Produto A;35
2024-08-14 21:00:00;Produto A;34
2024-02-27 12:00:00;Produto C;86
2024-09-29 06:00:00;Produto A;31
2024-05-11 12:00:00;Produto C;87
2024-06-28 11:00:00;Produto C;19
2024-08-22 18:00:00;Produto B;68
2024-12-23 07:00:00;Produto A;24
2024-08-30 02:00:00;Produto A;84
2024-12-21 13:00:00;Produto A;39
2024-09-04 06:00:00;Produto B;92
2024-05-09 13:00:00;Produto B;54
2024-06-19 02:00:00;Produto B;39
2024-05-15 00:00:00;Produto A;17
2024-09-08 04:00:00;Produto A;19
2024-03-18 01:00:00;Produto A;48
2024-12-20 01:00:00;Produto B;35
2024-04-24 13:00:00;Produto B;32
2024-10-05 08:00:00;Produto C;47
2024-01-09 13:00:00;Produto B;47
2024-11-02 08:00:00;Produto C;64
2024-07-10 07:00:00;Produto A;46
2024-05-23 18:00:00;Produto B;35
2024-10-27 14:00:00;Produto A;94
2024-06-07 19:00:00;Produto A;17
2024-08-02 05:00:00;Produto A;42
2024-12-20 05:00:00;Produto A;29
2024-04-22 20:00:00;Produto B;70
2024-03-23 23:00:00;Produto A;17
2024-12-18 15:00:00;Produto C;81
2024-05-16 09:00:00;Produto B;14
2024-07-08 02:00:00;Produto A;24
2024-12-29 00:00:00;Produto B;57
2024-06-04 02:00:00;Produto C;50
2024-05-27 23:00:00;Produto A;57
2024-04-28 00:00:00;Produto C;61
2024-08-24 15:00:00;Produto A;39
2024-10-01 03:00:00;Produto C;55
2024-01-07 08:00:00;Produto A;96
2024-08-27 18:00:00;Produto B;36
2024-04-26 16:00:00;Produto A;37
2024-08-09 06:00:00;Produto B;14
2024-04-18 18:00:00;Produto A;27
2024-02-16 00:00:00;Produto A;83
2024-11-02 17:00:00;Produto C;31
2024-06-23 23:00:00;Produto C;73
2024-06-09 14:00:00;Produto C;81
2024-10-29 15:00:00;Produto A;83
2024-03-20 18:00:00;Produto A;44
2024-11-02 21:00:00;Produto A;68
2024-05-08 00:00:00;Produto B;48
2024-01-17 22:00:00;Produto B;57
2024-01-07 22:00:00;Produto A;75
2024-01-22 04:00:00;Produto C;22
2024-03-10 05:00:00;Produto C;4
2024-06-01 16:00:00;Produto C;81
2024-05-25 09:00:00;Produto A;72
2024-01-29 08:00:00;Produto C;46
2024-04-15 04:00:00;Produto A;59
2024-03-29 08:00:00;Produto B;34
2024-08-07 04:00:00;Produto C;11
2024-06-30 13:00:00;Produto B;31
2024-02-26 19:00:00;Produto C;11
2024-04-05 12:00:00;Produto A;56
2024-03-05 02:00:00;Produto A;38
2024-05-22 00:00:00;Produto A;21
2024-11-18 14:00:00;Produto A;94
2024-12-30 16:00:00;Produto C;10
2024-03-20 07:00:00;Produto B;26
2024-01-08 06:00:00;Produto A;91
2024-04-02 22:00:00;Produto C;8
2024-06-27 15:00:00;Produto B;8
2024-06-22 08:00:00;Produto A;60
2024-10-23 02:00:00;Produto B;72
2024-05-12 03:00:00;Produto A;34
2024-03-06 07:00:00;Produto B;16
2024-02-17 23:00:00;Produto B;13
2024-11-13 11:00:00;Produto A;87
2024-09-08 09:00:00;Produto C;76
2024-12-22 16:00:00;Produto B;91
2024-07-25 02:00:00;Produto A;22
2024-12-09 02:00:00;Produto B;96
2024-03-20 11:00:00;Produto B;27
2024-05-25 10:00:00;Produto C;64
2024-04-15 15:00:00;Produto B;2
2024-06-22 21:00:00;Produto B;97
2024-02-23 21:00:00;Produto A;26
2024-07-17 17:00:00;Produto A;92
2024-07-18 20:00:00;Produto C;83
2024-10-13 07:00:00;Produto B;69
2024-05-03 20:00:00;Produto B;97
2024-06-12 10:00:00;Produto B;84
2024-07-27 05:00:00;Produto C;30
2024-10-20 00:00:00;Produto B;8
2024-02-11 08:00:00;Produto A;38
2024-12-04 00:00:00;Produto C;61
2024-08-08 07:00:00;Produto A;81
2024-04-03 08:00:00;Produto A;65
2024-03-02 12:00:00;Produto C;67
2024-09-24 18:00:00;Produto A;46
2024-01-17 05:00:00;Produto B;90
2024-02-11 15:00:00;Produto C;95
2024-03-18 07:00:00;Produto A;72
2024-12-04 13:00:00;Produto B;43
2024-04-25 03:00:00;Produto B;59
2024-06-01 15:00:00;Produto A;46
2024-07-26 18:00:00;Produto B;72
2024-03-02 17:00:00;Produto C;35
2024-10-29 08:00:00;Produto A;39
2024-06-04 11:00:00;Produto B;92
2024-10-29 14:00:00;Produto B;51
2024-01-19 19:00:00;Produto A;4
2024-05-08 21:00:00;Produto A;80
2024-02-06 18:00:00;Produto A;77
2024-07-02 16:00:00;Produto A;84
2024-06-18 12:00:00;Produto C;51
2024-05-16 13:00:00;Produto A;5
2024-12-22 22:00:00;Produto C;55
2024-11-27 07:00:00;Produto C;20
2024-07-14 10:00:00;Produto A;24
2024-07-10 11:00:00;Produto C;36
2024-07-08 23:00:00;Produto A;34
2024-10-30 19:00:00;Produto A;54
2024-12-06 00:00:00;Produto B;34
2024-01-05 16:00:00;Produto A;83
2024-08-01 19:00:00;Produto B;17
2024-05-13 05:00:00;Produto C;5
2024-01-06 19:00:00;Produto B;89
2024-02-29 08:00:00;Produto C;18
2024-05-02 21:00:00;Produto A;55
2024-05-12 00:00:00;Produto C;53
2024-12-28 20:00:00;Produto C;50
2024-09-08 19:00:00;Produto A;72
2024-10-18 05:00:00;Produto C;91
2024-10-28 12:00:00;Produto A;79
2024-09-17 21:00:00;Produto B;45
2024-02-06 23:00:00;Produto A;13
2024-05-09 08:00:00;Produto A;16
2024-01-03 01:00:00;Produto C;86
2024-06-13 15:00:00;Produto B;84
2024-05-28 08:00:00;Produto A;13
2024-01-01 18:00:00;Produto B;20
2024-07-19 21:00:00;Produto B;66
2024-09-21 04:00:00;Produto C;99
2024-12-01 18:00:00;Produto A;47
2024-04-18 14:00:00;Produto C;19
2024-11-22 22:00:00;Produto A;45
2024-12-26 03:00:00;Produto B;37
2024-09-25 00:00:00;Produto A;54
2024-06-05 21:00:00;Produto A;6
2024-04-11 14:00:00;Produto B;14
2024-09-21 22:00:00;Produto B;4
2024-12-12 15:00:00;Produto A;86
2024-09-04 13:00:00;Produto C;55
2024-11-14 12:00:00;Produto A;34
2024-07-21 07:00:00;Produto B;27
2024-09-29 19:00:00;Produto C;7
2024-10-26 20:00:00;Produto B;3
2024-09-03 07:00:00;Produto B;47
2024-09-27 01:00:00;Produto C;97
2024-04-25 01:00:00;Produto B;2
2024-07-04 16:00:00;Produto B;80
2024-09-22 01:00:00;Produto B;25
2024-08-25 05:00:00;Produto B;60
2024-08-29 04:00:00;Produto B;79
2024-01-09 09:00:00;Produto B;24
2024-09-13 16:00:00;Produto B;15
2024-01-22 13:00:00;Produto B;95
2024-11-18 09:00:00;Produto B;14
2024-03-23 20:00:00;Produto A;54
2024-06-07 10:00:00;Produto A;78
2024-08-30 00:00:00;Produto B;6
2024-10-25 10:00:00;Produto A;78
2024-09-17 01:00:00;Produto C;81
2024-12-15 23:00:00;Produto A;18
2024-08-22 17:00:00;Produto B;20
2024-08-27 19:00:00;Produto B;62
2024-09-19 21:00:00;Produto A;81
2024-06-20 13:00:00;Produto B;80
2024-12-13 17:00:00;Produto C;40
2024-03-04 06:00:00;Produto C;39
2024-09-13 19:00:00;Produto B;52
2024-04-18 08:00:00;Produto C;32
2024-04-01 11:00:00;Produto C;73
2024-05-28 02:00:00;Produto A;27
2024-04-28 17:00:00;Produto C;52
2024-03-13 14:00:00;Produto A;97
2024-02-24 10:00:00;Produto B;63
2024-06-09 09:00:00;Produto A;74
2024-11-09 07:00:00;Produto B;63
2024-06-23 19:00:00;Produto B;17
2024-08-03 18:00:00;Produto B;49
2024-04-16 11:00:00;Produto B;81
2024-04-06 01:00:00;Produto B;82
2024-11-13 11:00:00;Produto A;23
2024-04-20 02:00:00;Produto B;98
2024-09-24 01:00:00;Produto C;72
2024-07-17 05:00:00;Produto C;13
2024-05-04 18:00:00;Produto B;23
2024-12-30 15:00:00;Produto C;57
2024-02-22 23:00:00;Produto A;62
2024-03-16 13:00:00;Produto A;54
2024-04-12 13:00:00;Produto B;20
2024-06-20 16:00:00;Produto B;86
2024-09-12 04:00:00;Produto B;52
2024-12-19 03:00:00;Produto C;23
2024-07-02 04:00:00;Produto C;35
2024-02-04 00:00:00;Produto A;67
2024-10-31 08:00:00;Produto C;34
2024-11-01 11:00:00;Produto A;33
2024-01-04 10:00:00;Produto C;46
2024-03-21 00:00:00;Produto A;81
2024-11-21 17:00:00;Produto B;45
2024-03-28 05:00:00;Produto C;19
2024-10-21 15:00:00;Produto A;94
2024-11-27 23:00:00;Produto C;87
2024-12-14 15:00:00;Produto B;15
2024-08-08 05:00:00;Produto A;78
2024-07-24 17:00:00;Produto C;66
2024-01-16 09:00:00;Produto C;39
2024-03-16 18:00:00;Produto B;18
2024-03-28 13:00:00;Produto B;70
2024-05-25 10:00:00;Produto A;59
2024-03-15 03:00:00;Produto C;32
2024-11-15 18:00:00;Produto C;21
2024-02-26 20:00:00;Produto B;40
2024-10-30 22:00:00;Produto B;92
2024-06-02 04:00:00;Produto A;27
2024-04-11 02:00:00;Produto C;2
2024-12-10 08:00:00;Produto C;97
2024-12-03 01:00:00;Produto A;80
2024-05-03 10:00:00;Produto A;39
2024-02-05 19:00:00;Produto B;86
2024-06-21 10:00:00;Produto B;56
2024-04-11 00:00:00;Produto A;13
2024-06-16 09:00:00;Produto A;56
2024-12-22 16:00:00;Produto C;66
2024-12-13 14:00:00;Produto A;78
2024-02-17 06:00:00;Produto A;56
2024-08-03 06:00:00;Produto C;28
2024-08-01 07:00:00;Produto A;64
2024-08-25 06:00:00;Produto B;71
2024-09-12 16:00:00;Produto B;82
2024-08-16 13:00:00;Produto C;64
2024-06-22 12:00:00;Produto A;56
2024-04-07 18:00:00;Produto B;41
2024-07-28 23:00:00;Produto B;41
2024-07-23 01:00:00;Produto B;4
2024-12-09 20:00:00;Produto B;57
2024-07-29 01:00:00;Produto A;30
2024-06-11 13:00:00;Produto A;88
2024-02-25 17:00:00;Produto A;84
2024-02-19 08:00:00;Produto A;46
2024-07-03 10:00:00;Produto B;56
2024-03-05 15:00:00;Produto C;31
2024-03-08 21:00:00;Produto C;88
2024-03-04 14:00:00;Produto B;7
2024-02-26 17:00:00;Produto B;90
2024-07-01 02:00:00;Produto C;77
2024-08-08 03:00:00;Produto C;54
2024-11-13 02:00:00;Produto B;8
2024-03-24 01:00:00;Produto B;55
2024-02-06 05:00:00;Produto A;69
2024-02-12 06:00:00;Produto A;44
2024-01-26 02:00:00;Produto C;13
2024-01-29 18:00:00;Produto B;93
2024-12-27 21:00:00;Produto C;20
2024-01-21 09:00:00;Produto A;78
2024-10-13 00:00:00;Produto A;32
2024-10-28 16:00:00;Produto C;60
2024-11-20 10:00:00;Produto A;50
2024-11-30 08:00:00;Produto B;27
2024-01-13 06:00:00;Produto C;25
2024-08-16 16:00:00;Produto B;52
2024-06-16 19:00:00;Produto B;68
2024-05-01 08:00:00;Produto A;21
2024-07-16 16:00:00;Produto B;18
2024-03-19 01:00:00;Produto C;39
2024-05-15 18:00:00;Produto B;15
2024-04-27 09:00:00;Produto B;53
2024-12-25 20:00:00;Produto B;38
2024-05-31 17:00:00;Produto B;48
2024-07-04 18:00:00;Produto B;52
2024-08-09 03:00:00;Produto A;88
2024-03-26 01:00:00;Produto C;72
2024-01-29 07:00:00;Produto A;28
2024-08-27 02:00:00;Produto C;85
2024-08-24 04:00:00;Produto C;16
2024-11-16 17:00:00;Produto C;16
2024-11-30 17:00:00;Produto C;35
2024-01-03 14:00:00;Produto C;17
2024-11-22 05:00:00;Produto B;73
2024-11-02 08:00:00;Produto A;99
2024-10-15 03:00:00;Produto A;52
2024-12-12 22:00:00;Produto B;93
2024-05-31 20:00:00;Produto C;82
2024-07-26 02:00:00;Produto A;12
2024-11-29 11:00:00;Produto B;83
2024-05-16 14:00:00;Produto B;48
2024-10-31 00:00:00;Produto A;22
2024-05-08 02:00:00;Produto A;49
2024-12-12 08:00:00;Produto C;52
2024-11-10 16:00:00;Produto C;79
2024-03-09 05:00:00;Produto A;1
2024-07-31 15:00:00;Produto C;66
2024-01-27 20:00:00;Produto B;64
2024-03-25 16:00:00;Produto C;8
2024-04-25 01:00:00;Produto C;86
2024-03-27 04:00:00;Produto B;25
2024-01-11 01:00:00;Produto C;66
2024-04-21 04:00:00;Produto B;73
2024-02-03 10:00:00;Produto C;73
2024-07-29 19:00:00;Produto A;77
2024-01-09 03:00:00;Produto C;70
2024-04-01 03:00:00;Produto A;94
2024-04-07 02:00:00;Produto A;79
2024-07-20 17:00:00;Produto A;51
2024-05-30 06:00:00;Produto A;53
2024-12-18 20:00:00;Produto A;15
2024-01-03 12:00:00;Produto B;50
2024-06-12 15:00:00;Produto B;71
2024-09-19 08:00:00;Produto B;75
2024-04-17 23:00:00;Produto A;38
2024-12-30 22:00:00;Produto C;40
2024-09-12 01:00:00;Produto B;66
2024-02-20 00:00:00;Produto C;39
2024-04-28 22:00:00;Produto C;74
2024-10-19 16:00:00;Produto A;17
2024-10-17 12:00:00;Produto A;7
2024-01-06 16:00:00;Produto A;39
2024-02-12 21:00:00;Produto B;68
2024-04-18 02:00:00;Produto A;35
2024-10-27 06:00:00;Produto B;51
2024-01-28 13:00:00;Produto B;47
2024-04-13 00:00:00;Produto B;36
2024-01-04 14:00:00;Produto B;64
2024-09-16 03:00:00;Produto A;95
2024-12-05 07:00:00;Produto B;89
2024-10-17 08:00:00;Produto A;13
2024-04-25 13:00:00;Produto A;18
2024-03-11 20:00:00;Produto B;21
2024-04-22 12:00:00;Produto A;65
2024-10-10 23:00:00;Produto C;8
2024-03-09 15:00:00;Produto A;48
2024-09-08 14:00:00;Produto A;85
2024-08-03 04:00:00;Produto B;43
2024-08-18 00:00:00;Produto B;53
2024-06-02 15:00:00;Produto A;85
2024-01-25 20:00:00;Produto B;27
2024-07-08 09:00:00;Produto C;19
2024-12-27 12:00:00;Produto C;23
2024-07-17 05:00:00;Produto B;50
2024-07-01 16:00:00;Produto A;51
2024-07-16 05:00:00;Produto C;43
2024-10-22 01:00:00;Produto C;99
2024-12-28 02:00:00;Produto A;51
2024-10-23 13:00:00;Produto B;69
2024-07-16 01:00:00;Produto C;41
2024-03-10 17:00:00;Produto A;72
2024-12-12 02:00:00;Produto A;11
2024-10-26 02:00:00;Produto C;80
2024-04-05 14:00:00;Produto B;88
2024-05-31 06:00:00;Produto C;85
2024-01-07 02:00:00;Produto A;52
2024-05-23 21:00:00;Produto C;23
2024-07-06 19:00:00;Produto B;49
2024-08-28 23:00:00;Produto A;38
2024-11-18 23:00:00;Produto B;47
2024-08-22 12:00:00;Produto C;72
2024-12-13 00:00:00;Produto C;7
2024-05-20 00:00:00;Produto B;66
2024-05-05 05:00:00;Produto C;94
2024-05-28 00:00:00;Produto B;77
2024-01-01 18:00:00;Produto C;62
2024-04-03 10:00:00;Produto B;87
2024-09-20 06:00:00;Produto B;29
2024-07-31 09:00:00;Produto A;38
2024-12-26 00:00:00;Produto A;84
2024-03-22 04:00:00;Produto B;33
2024-08-22 02:00:00;Produto C;29
2024-06-25 12:00:00;Produto C;79
2024-10-14 13:00:00;Produto C;23
2024-03-21 00:00:00;Produto B;3
2024-06-23 12:00:00;Produto B;93
2024-01-10 22:00:00;Produto B;45
2024-01-09 12:00:00;Produto B;8
2024-08-19 08:00:00;Produto A;86
2024-07-24 07:00:00;Produto B;29
2024-07-01 22:00:00;Produto C;2
2024-04-21 23:00:00;Produto A;50
2024-07-25 07:00:00;Produto C;65
2024-09-13 16:00:00;Produto B;20
2024-08-12 12:00:00;Produto A;52
2024-08-01 14:00:00;Produto B;85
2024-02-04 00:00:00;Produto A;37
2024-01-09 00:00:00;Produto C;72
2024-03-15 00:00:00;Produto B;27
2024-05-31 21:00:00;Produto B;47
